-0.1306,-0.0574,-0.0574,-0.1062,-0.0452,0.0279,-0.0127,-0.0371,-0.0197,-0.0956,0.1145,-0.0780,-0.0255,-0.1131,-0.0489,-0.0547,0.0056,0.2068,-0.1620,0.1174,-0.1285,0.1621,-0.1061,-0.0726
-0.0127,0.0116,-0.0290,-0.0249,-0.0412,-0.0087,0.0035,-0.0087,0.0503,-0.0489,-0.0664,-0.0372,-0.0314,0.0036,-0.0605,0.0095,-0.2067,0.0950,-0.0726,0.0056,0.2738,-0.0949,-0.0391,-0.1061
-0.0412,0.0238,-0.0005,-0.1184,-0.0330,0.0157,-0.0087,-0.0209,0.0678,0.0036,-0.0197,0.0620,-0.0780,-0.0139,0.1145,-0.0080,0.0056,0.0392,-0.0055,0.1062,0.1621,0.1509,0.0056,0.0056
-0.0656,0.0198,-0.1021,0.0076,0.0401,0.0198,-0.0005,-0.0046,0.0387,-0.0547,-0.0722,-0.0605,-0.0547,-0.1072,0.0503,0.0678,0.0056,0.0168,0.0727,0.0392,-0.0279,-0.2514,-0.0391,0.1844
-0.0127,0.0401,-0.0046,0.0035,0.0035,0.0441,0.0726,0.0441,0.0270,-0.0430,0.1028,-0.0605,-0.0430,-0.0197,-0.0197,-0.0255,0.0056,0.1397,0.0615,-0.1843,-0.0391,0.1062,0.0392,0.1956
-0.0899,0.0076,0.0523,0.0401,0.1132,0.1051,0.0198,0.0726,0.1495,-0.0255,-0.0255,0.0970,-0.1014,-0.0255,0.0445,0.0562,-0.0614,0.1956,-0.0279,0.0056,-0.0391,-0.0279,-0.0055,0.0950
-0.0452,-0.1468,0.0685,0.0401,-0.0249,-0.0005,-0.0452,0.0401,0.0503,-0.1306,-0.0839,-0.0664,-0.0722,0.0036,0.0503,-0.0372,0.0280,0.0950,0.0838,-0.0055,0.0727,-0.0614,-0.0391,0.0615
0.0523,0.0238,0.0401,0.0279,0.0482,-0.0696,-0.0777,0.0929,-0.0255,-0.0372,-0.0022,0.0212,-0.0780,-0.0139,-0.0430,-0.0197,0.1509,-0.0614,0.2068,0.0727,0.2179,-0.0726,0.1621,0.0503
-0.0022,-0.0080,-0.0430,0.0912,0.0212,0.0270,0.0562,0.1670,0.0141,-0.0027,-0.0027,0.1900,0.0476,0.0141,0.0224,0.0308,0.0592,0.1715,-0.1013,-0.0692,-0.1334,-0.0532,-0.0050,-0.0692
-0.0839,-0.2006,-0.0197,-0.0430,-0.0314,0.0328,-0.0605,-0.1014,-0.1871,-0.2625,-0.1117,-0.1117,-0.0446,-0.0614,-0.0027,0.0057,0.0110,0.2838,-0.1334,-0.1013,0.1234,0.0431,0.1234,-0.1013
-0.0314,-0.1247,0.0036,0.0212,0.1379,-0.0080,-0.0255,0.0153,-0.0362,-0.1284,0.0392,-0.0027,-0.1033,-0.0530,-0.0530,0.0392,-0.0211,0.0431,-0.0371,0.1394,-0.0371,-0.0532,0.0431,0.1394
-0.0547,-0.0605,-0.0489,-0.1306,-0.0489,0.0212,0.0503,0.0270,0.0392,-0.0698,0.0141,-0.0781,-0.1200,0.0811,0.1398,-0.0111,0.0271,0.1073,-0.0853,0.0431,0.0913,0.2357,0.0592,0.0913
-0.1072,0.0445,-0.1131,-0.0430,-0.0080,0.1437,-0.1422,0.0562,0.0141,-0.1200,-0.0530,-0.1200,-0.0111,-0.0446,-0.1033,0.0057,-0.1174,0.0913,-0.1495,0.0913,0.1394,-0.0853,-0.0853,-0.0050
