-0.3858,-0.0046,-0.0046,0.0203,0.0203,-0.1041,0.0701,0.0203,0.2268,-0.1340,-0.2062,0.1546,0.1185,-0.1340,0.0825,0.1907,0.0464,0.1162,0.4650,-0.3024,0.0464,0.1162,0.1859,0.0464
-0.0046,-0.1811,0.1448,0.1199,-0.0792,0.0452,-0.1290,-0.1290,-0.1340,-0.1701,0.0103,0.3350,0.2268,-0.1701,-0.0619,0.0464,-0.0234,-0.0234,0.0464,-0.0931,-0.0931,-0.0234,0.3254,0.1859
-0.0046,0.1448,-0.1128,-0.1041,0.0950,0.0950,-0.0294,0.0701,0.0103,-0.0258,-0.2062,0.1546,-0.2423,-0.1701,-0.0258,0.4433,-0.1629,-0.0234,-0.3024,0.1162,-0.1629,-0.1629,0.6742,0.3254
0.0203,0.1199,-0.1041,0.5014,-0.1290,0.0452,-0.0294,0.2443,0.1546,-0.0619,0.0103,0.2268,-0.1340,-0.0258,0.0103,-0.4227,-0.0931,-0.0234,0.0464,-0.0931,0.4650,0.1859,0.0464,-0.1629
0.0203,-0.0792,0.0950,-0.1290,0.0919,-0.1788,-0.0046,-0.0792,-0.2423,0.0464,-0.0258,0.1907,-0.0258,-0.0980,0.0464,-0.0258,0.1859,-0.0234,-0.0234,0.0464,-0.2326,0.1162,-0.4419,0.2557
-0.1041,0.0452,0.0950,0.0452,-0.1788,-0.2493,-0.1788,-0.0294,-0.2423,-0.5670,-0.1701,0.0464,-0.1340,-0.3144,-0.2062,-0.0258,-0.0234,-0.1629,-0.2326,-0.0234,-0.0234,-0.3024,-0.0234,0.1859
0.0701,-0.1290,-0.0294,-0.0294,-0.0046,-0.1788,0.0919,0.1199,-0.1340,-0.0619,-0.0258,-0.1340,-0.2062,0.0103,0.3350,0.2629,-0.0234,-0.0931,0.1162,-0.4419,-0.3722,0.1162,0.3952,0.1859
0.0203,-0.1290,0.0701,0.2443,-0.0792,-0.0294,0.1199,-0.1811,-0.3144,0.3711,-0.1701,0.0825,-0.2423,-0.0980,0.0464,0.2629,0.3254,-0.1629,0.7440,0.0464,-0.1629,0.0464,0.6742,-0.0234
0.2268,-0.1340,0.0103,0.1546,-0.2423,-0.2423,-0.1340,-0.3144,-0.2167,-0.2150,-0.2673,0.3607,-0.2150,-0.2150,-0.0057,0.3083,-0.2915,0.4170,0.3158,-0.0890,-0.2915,0.3158,0.6195,-0.0890
-0.1340,-0.1701,-0.0258,-0.0619,0.0464,-0.5670,-0.0619,0.3711,-0.2150,-0.6083,-0.2673,0.0990,-0.1627,-0.3197,-0.0580,0.0467,0.4170,-0.4939,0.2146,-0.2915,-0.1903,-0.1903,0.0122,0.3158
-0.2062,0.0103,-0.2062,0.0103,-0.0258,-0.1701,-0.0258,-0.1701,-0.2673,-0.2673,0.3708,-0.0057,-0.1103,-0.3720,-0.0057,-0.0057,-0.3927,0.1134,-0.0890,-0.0890,0.2146,-0.1903,0.0122,0.1134
0.1546,0.3350,0.1546,0.2268,0.1907,0.0464,-0.1340,0.0825,0.3607,0.0990,-0.0057,0.1750,0.3607,-0.1627,0.0990,0.5700,0.5183,-0.0890,0.2146,0.3158,0.4170,0.7207,0.5183,0.0122
0.1185,0.2268,-0.2423,-0.1340,-0.0258,-0.1340,-0.2062,-0.2423,-0.2150,-0.1627,-0.1103,0.3607,0.1750,-0.3197,-0.3720,-0.0057,-0.0890,0.5183,0.4170,-0.1903,0.6195,0.3158,0.1134,0.2146
-0.1340,-0.1701,-0.1701,-0.0258,-0.0980,-0.3144,0.0103,-0.0980,-0.2150,-0.3197,-0.3720,-0.1627,-0.3197,-0.4125,-0.0580,-0.0580,-0.1903,-0.1903,0.0122,-0.1903,-0.1903,0.1134,0.3158,0.5183
0.0825,-0.0619,-0.0258,0.0103,0.0464,-0.2062,0.3350,0.0464,-0.0057,-0.0580,-0.0057,0.0990,-0.3720,-0.0580,-0.6083,0.1513,0.2146,0.1134,0.0122,0.1134,0.1134,-0.4939,0.7207,0.1134
0.1907,0.0464,0.4433,-0.4227,-0.0258,-0.0258,0.2629,0.2629,0.3083,0.0467,-0.0057,0.5700,-0.0057,-0.0580,0.1513,0.5667,0.0122,0.3158,0.0122,0.7207,0.6195,0.1134,0.8219,0.1134
0.0464,-0.0234,-0.1629,-0.0931,0.1859,-0.0234,-0.0234,0.3254,-0.2915,0.4170,-0.3927,0.5183,-0.0890,-0.1903,0.2146,0.0122,0.0000,-0.0208,0.1750,-0.2167,-0.6083,-0.0208,-0.4125,-0.2167
0.1162,-0.0234,-0.0234,-0.0234,-0.0234,-0.1629,-0.0931,-0.1629,0.4170,-0.4939,0.1134,-0.0890,0.5183,-0.1903,0.1134,0.3158,-0.0208,0.0000,0.7625,-0.0208,-0.6083,0.5667,-0.4125,-0.6083
0.4650,0.0464,-0.3024,0.0464,-0.0234,-0.2326,0.1162,0.7440,0.3158,0.2146,-0.0890,0.2146,0.4170,0.0122,0.0122,0.0122,0.1750,0.7625,0.0000,0.3708,0.1750,0.3708,0.5667,0.1750
-0.3024,-0.0931,0.1162,-0.0931,0.0464,-0.0234,-0.4419,0.0464,-0.0890,-0.2915,-0.0890,0.3158,-0.1903,-0.1903,0.1134,0.7207,-0.2167,-0.0208,0.3708,0.0000,-0.0208,-0.0208,0.3708,-0.6083
0.0464,-0.0931,-0.1629,0.4650,-0.2326,-0.0234,-0.3722,-0.1629,-0.2915,-0.1903,0.2146,0.4170,0.6195,-0.1903,0.1134,0.6195,-0.6083,-0.6083,0.1750,-0.0208,0.0000,0.3708,0.7625,-0.6083
0.1162,-0.0234,-0.1629,0.1859,0.1162,-0.3024,0.1162,0.0464,0.3158,-0.1903,-0.1903,0.7207,0.3158,0.1134,-0.4939,0.1134,-0.0208,0.5667,0.3708,-0.0208,0.3708,0.0000,0.1750,-0.2167
0.1859,0.3254,0.6742,0.0464,-0.4419,-0.0234,0.3952,0.6742,0.6195,0.0122,0.0122,0.5183,0.1134,0.3158,0.7207,0.8219,-0.4125,-0.4125,0.5667,0.3708,0.7625,0.1750,0.0000,-0.0208
0.0464,0.1859,0.3254,-0.1629,0.2557,0.1859,0.1859,-0.0234,-0.0890,0.3158,0.1134,0.0122,0.2146,0.5183,0.1134,0.1134,-0.2167,-0.6083,0.1750,-0.6083,-0.6083,-0.2167,-0.0208,0.0000
