-0.0023,0.0183,0.0242,0.0214,0.0017,0.0116,0.0156,-0.0006,0.0118,-0.0064,0.0194,0.0155,-0.0110,0.0142,-0.0186,-0.0095,-0.0190,-0.0013,0.0222,0.0286,0.0104,0.0016,-0.0213,0.0210
0.0183,-0.0081,-0.0192,-0.0027,-0.0192,-0.0152,0.0166,-0.0106,-0.0444,-0.0098,-0.0025,0.0088,-0.0350,0.0054,-0.0006,0.0094,0.0081,-0.0272,-0.0378,-0.0348,-0.0160,-0.0195,-0.0119,0.0110
0.0242,-0.0192,-0.0023,0.0101,-0.0159,0.0068,0.0086,-0.0058,-0.0119,-0.0441,-0.0073,0.0133,-0.0104,-0.0219,0.0076,-0.0055,0.0175,0.0310,0.0257,0.0286,-0.0025,0.0286,0.0010,0.0063
0.0214,-0.0027,0.0101,-0.0064,0.0120,0.0137,0.0359,0.0279,0.0264,0.0091,0.0276,0.0243,0.0082,0.0337,0.0027,-0.0061,-0.0201,0.0092,-0.0530,0.0204,0.0210,0.0944,-0.0066,0.0192
0.0017,-0.0192,-0.0159,0.0120,0.0103,-0.0010,0.0267,0.0110,0.0073,-0.0146,0.0182,0.0224,0.0322,-0.0037,0.0103,-0.0034,-0.0054,0.0045,-0.0025,0.0369,-0.0513,-0.0378,-0.0242,0.0345
0.0116,-0.0152,0.0068,0.0137,-0.0010,0.0057,0.0026,0.0017,0.0082,-0.0000,0.0188,0.0039,-0.0228,-0.0180,-0.0237,-0.0113,-0.0307,0.0310,0.0040,0.0087,0.0087,0.0363,-0.0137,0.0069
0.0156,0.0166,0.0086,0.0359,0.0267,0.0026,-0.0167,0.0042,-0.0055,-0.0414,0.0003,0.0121,-0.0137,0.0048,0.0133,0.0300,0.0087,-0.0066,0.0004,-0.0137,-0.0278,-0.0007,0.0345,-0.0125
-0.0006,-0.0106,-0.0058,0.0279,0.0110,0.0017,0.0042,-0.0081,0.0070,-0.0040,-0.0231,0.0066,0.0188,-0.0146,0.0070,0.0036,-0.0060,0.0057,0.0116,0.0539,-0.0231,-0.0007,-0.0113,0.0075
0.0118,-0.0444,-0.0119,0.0264,0.0073,0.0082,-0.0055,0.0070,-0.0188,-0.0410,-0.0097,0.0145,-0.0141,-0.0027,0.0251,-0.0164,-0.0616,-0.0019,-0.0002,0.0271,-0.0402,-0.0113,0.0169,0.0152
-0.0064,-0.0098,-0.0441,0.0091,-0.0146,-0.0000,-0.0414,-0.0040,-0.0410,0.0258,-0.0031,-0.0212,-0.0111,-0.0199,-0.0172,0.0260,0.0075,-0.0027,-0.0189,-0.0326,-0.0385,0.0160,-0.0300,-0.0360
0.0194,-0.0025,-0.0073,0.0276,0.0182,0.0188,0.0003,-0.0231,-0.0097,-0.0031,-0.0089,-0.0009,-0.0150,0.0026,-0.0124,0.0044,0.0058,0.0083,-0.0377,-0.0002,-0.0027,0.0382,-0.0428,0.0254
0.0155,0.0088,0.0133,0.0243,0.0224,0.0039,0.0121,0.0066,0.0145,-0.0212,-0.0009,-0.0518,0.0233,-0.0181,-0.0115,0.0083,-0.0539,0.0135,-0.0027,0.0399,0.0791,0.0467,-0.0062,0.0032
-0.0110,-0.0350,-0.0104,0.0082,0.0322,-0.0228,-0.0137,0.0188,-0.0141,-0.0111,-0.0150,0.0233,-0.0270,-0.0124,-0.0366,-0.0410,0.0135,-0.0283,0.0100,-0.0292,0.0186,0.0083,0.0186,-0.0599
0.0142,0.0054,-0.0219,0.0337,-0.0037,-0.0180,0.0048,-0.0146,-0.0027,-0.0199,0.0026,-0.0181,-0.0124,-0.0254,0.0017,0.0167,-0.0155,-0.0036,-0.0198,0.0228,-0.0121,0.0262,-0.0027,0.0160
-0.0186,-0.0006,0.0076,0.0027,0.0103,-0.0237,0.0133,0.0070,0.0251,-0.0172,-0.0124,-0.0115,-0.0366,0.0017,-0.0089,-0.0168,0.0356,-0.0181,0.0348,0.0109,0.0092,-0.0121,-0.0258,-0.0241
-0.0095,0.0094,-0.0055,-0.0061,-0.0034,-0.0113,0.0300,0.0036,-0.0164,0.0260,0.0044,0.0083,-0.0410,0.0167,-0.0168,-0.0221,-0.0155,-0.0147,-0.0266,-0.0223,-0.0164,-0.0275,0.0228,-0.0104
-0.0190,0.0081,0.0175,-0.0201,-0.0054,-0.0307,0.0087,-0.0060,-0.0616,0.0075,0.0058,-0.0539,0.0135,-0.0155,0.0356,-0.0155,0.0000,0.0192,0.0225,-0.0089,-0.0204,0.0010,-0.0320,-0.0006
