0.0077,0.0155,0.0366,0.0382,0.0038,-0.0087,0.0171,-0.0040,-0.0134,0.0053,-0.0283,-0.0134,0.0397,0.0093,0.0093,0.0077,-0.0079,-0.0119,-0.0033,0.0014,-0.0048,0.0030,-0.0236,0.0093,0.0155,0.0327,-0.0150,-0.0353,0.0468,-0.0267,-0.0033,0.0413,0.0429,0.0288,-0.0119,-0.0447,0.0429,-0.0283,0.0077,-0.0064,0.0538,-0.0267,0.0132,0.0288,0.0280,-0.0392,0.0163,-0.0048,0.0241,0.0397,-0.0040,0.0163,-0.0408,0.0577,0.0499,-0.0040,-0.0033,-0.0064,0.0100,0.0616
-0.0025,-0.0158,-0.0212,-0.0033,-0.0111,0.0468,0.0374,-0.0330,0.0014,-0.0025,-0.0642,-0.0345,-0.0580,-0.0126,-0.0431,-0.0408,-0.0478,-0.0205,-0.0462,-0.0251,0.0233,-0.0431,-0.0298,-0.0017,-0.0189,-0.0048,0.0202,0.0116,-0.0291,0.0139,0.0132,-0.0548,0.0405,0.0046,-0.0439,-0.0494,-0.0228,0.0358,0.0249,0.0077,-0.0064,0.0077,0.0077,-0.0048,-0.0150,-0.0423,0.0499,0.0053,0.0124,-0.0517,-0.0541,0.0139,-0.0103,-0.0001,0.0053,-0.0079,0.0030,0.0421,-0.0040,0.0093
0.0311,-0.0470,-0.0048,0.0132,0.0272,-0.0017,0.0280,0.0007,0.0077,0.0358,-0.0376,0.0413,0.0007,-0.0181,0.0061,-0.0119,0.0460,0.0132,-0.0150,-0.0173,0.0499,0.0241,-0.0134,0.0296,-0.0103,0.0257,-0.0236,0.0397,-0.0033,0.0296,-0.0431,-0.0095,0.0022,0.0202,-0.0595,0.0562,-0.0470,-0.0040,0.0202,0.0280,-0.0134,-0.0212,0.0132,-0.0017,-0.0470,0.0241,0.0171,0.0093,0.0046,0.0186,-0.0009,0.0007,-0.0056,0.0077,0.0179,0.0257,0.0124,0.0225,0.0116,-0.0189
-0.0056,-0.0126,0.0272,-0.0111,-0.0142,0.0116,-0.0509,-0.0150,-0.0103,0.0343,-0.0447,0.0421,-0.0165,0.0171,-0.0134,-0.0275,-0.0056,-0.0134,-0.0126,-0.0322,0.0132,0.0053,-0.0126,-0.0306,0.0053,-0.0017,-0.0001,-0.0158,-0.0259,-0.0197,0.0124,-0.0439,0.0296,-0.0314,-0.0142,-0.0087,-0.0345,0.0280,0.0343,0.0296,0.0030,0.0343,-0.0040,-0.0056,-0.0244,0.0093,0.0046,0.0108,-0.0095,-0.0267,-0.0251,-0.0283,0.0108,-0.0142,-0.0220,-0.0048,-0.0056,0.0186,0.0405,0.0116
0.0030,0.0304,-0.0134,-0.0580,0.0022,0.0186,-0.0251,0.0554,0.0100,-0.0548,0.0163,0.0304,-0.0275,-0.0330,-0.0040,-0.0291,0.0272,0.0225,-0.0134,0.0374,-0.0220,-0.0330,-0.0267,-0.0165,-0.0103,0.0405,0.0444,-0.0236,-0.0119,-0.0462,0.0085,0.0351,0.0640,-0.0017,-0.0642,-0.0017,-0.0064,-0.0298,-0.0306,-0.0048,0.0132,-0.0158,0.0007,-0.0087,-0.0064,-0.0298,0.0272,0.0429,-0.0158,-0.0619,0.0022,0.0218,-0.0330,-0.0337,0.0179,-0.0345,-0.0236,0.0014,0.0296,0.0218
0.0241,-0.0228,0.0022,0.0093,0.0116,0.0100,0.0218,0.0124,0.0241,0.0491,0.0132,0.0093,-0.0111,0.0397,-0.0025,0.0093,-0.0236,-0.0087,0.0100,-0.0079,-0.0126,0.0077,-0.0072,-0.0064,-0.0001,-0.0064,0.0163,-0.0056,0.0132,-0.0439,0.0194,-0.0009,0.0343,0.0053,-0.0158,0.0483,-0.0376,0.0163,0.0163,0.0397,-0.0212,-0.0017,-0.0025,0.0562,0.0139,0.0061,0.0718,-0.0306,0.0374,-0.0134,0.0452,-0.0447,-0.0306,-0.0267,0.0108,-0.0588,0.0155,-0.0056,0.0233,0.0343
0.0139,0.0132,-0.0345,-0.0251,-0.0439,0.0007,0.0687,0.0304,-0.0384,0.0225,0.0053,0.0155,-0.0353,0.0265,-0.0251,0.0147,-0.0040,0.0186,0.0327,0.0124,-0.0306,-0.0486,0.0288,-0.0259,-0.0431,0.0218,0.0202,-0.0134,0.0210,-0.0001,0.0483,-0.0119,-0.0158,-0.0697,-0.0142,0.0069,-0.0040,-0.0033,-0.0408,0.0053,0.0296,-0.0275,0.0077,0.0139,0.0139,0.0452,0.0327,0.0444,0.0030,-0.0345,-0.0541,0.0108,-0.0173,-0.0173,0.0225,-0.0142,-0.0306,-0.0119,0.0382,-0.0361
0.0382,-0.0494,-0.0220,0.0007,0.0053,0.0038,-0.0251,-0.0072,0.0225,-0.0439,0.0280,0.0186,0.0249,0.0085,0.0265,-0.0119,-0.0064,0.0327,0.0257,-0.0595,0.0491,-0.0126,0.0351,0.0351,-0.0361,0.0038,0.0186,-0.0056,-0.0142,0.0116,-0.0267,0.0139,0.0249,-0.0033,-0.0048,0.0116,0.0218,0.0194,0.0155,0.0218,0.0179,0.0014,0.0202,-0.0306,0.0038,0.0311,-0.0681,0.0053,0.0061,0.0280,-0.0079,-0.0142,-0.0150,-0.0009,0.0327,0.0225,-0.0150,0.0663,0.0210,-0.0353
-0.0462,0.0139,0.0014,-0.0017,-0.0580,-0.0040,-0.0439,-0.0150,-0.0369,0.0132,0.0007,0.0194,-0.0048,0.0429,-0.0064,-0.0033,-0.0025,0.0124,-0.0064,0.0194,-0.0072,-0.0251,0.0171,-0.0353,0.0390,0.0218,0.0249,-0.0142,-0.0205,-0.0298,0.0304,-0.0119,0.0562,-0.0017,-0.0384,0.0265,-0.0150,0.0014,-0.0283,-0.0322,-0.0048,-0.0376,0.0179,-0.0259,-0.0564,-0.0033,0.0632,-0.0197,-0.0642,-0.0017,-0.0189,0.0311,-0.0033,-0.0376,-0.0079,0.0233,-0.0275,0.0100,-0.0056,-0.0267
-0.0361,-0.0095,-0.0009,-0.0314,0.0257,0.0257,-0.0079,-0.0517,0.0046,0.0093,0.0476,-0.0111,-0.0298,-0.0330,-0.0228,-0.0736,0.0061,0.0186,0.0085,-0.0330,0.0429,0.0179,-0.0337,0.0093,-0.0095,-0.0361,0.0460,-0.0111,0.0163,0.0007,0.0194,0.0272,-0.0033,-0.0150,0.0116,0.0194,0.0108,0.0272,0.0319,-0.0197,0.0171,-0.0197,0.0147,0.0476,0.0437,0.0249,-0.0056,0.0288,0.0577,0.0202,0.0116,0.0077,-0.0322,0.0225,0.0046,-0.0306,0.0272,0.0061,0.0132,0.0022
